Wall time,Step,Value
1552601881.1617272,0,7.999999797903001e-05
1552602411.9561067,1,7.999999797903001e-05
1552602941.1291273,2,0.00015999999595806003
1552603474.445763,3,0.00023999999393709004
1552604008.2369826,4,0.00031999999191612005
1552604538.0409796,5,0.00039999998989515007
1552605071.1445904,6,0.0004799999878741801
1552605610.0392666,7,0.0005600000149570405
1552606140.8752556,8,0.0006399999838322401
1552606699.403957,9,0.0007200000109151006
1552607241.0151618,10,0.0007999999797903001
1552607773.0570433,11,0.0007627700688317418
1552608337.6331525,12,0.0007302967715077102
1552608864.1336043,13,0.0007016464369371533
1552609391.4058456,14,0.0006761234253644943
1552609918.8390753,15,0.0006531972903758287
1552610445.144113,16,0.0006324555142782629
1552610982.979327,17,0.0006135720177553594
1552611511.4118032,18,0.0005962848081253469
1552612043.049528,19,0.0005803810199722648
1552612569.7562437,20,0.0005656854482367635
1552613107.0514834,21,0.0005520524573512375
1552613641.2212465,22,0.0005393598694354296
1552614174.19222,23,0.0005275043658912182
1552614702.8975644,24,0.0005163977621123195
1552615234.788471,25,0.0005059644463472068
1552615765.0527043,26,0.0004961389349773526
1552616296.8652046,27,0.00048686450463719666
1552616836.0001633,28,0.00047809144598431885
1552617367.5092196,29,0.000469776161480695
1552617897.1615078,30,0.0004618802049662918
1552618426.1290789,31,0.0004543694667518139
1552618961.5201402,32,0.00044721359154209495
1552619493.1287315,33,0.0004403855127748102
1552620024.4266121,34,0.00043386092875152826
1552620556.478175,35,0.00042761798249557614
1552621086.8624504,36,0.00042163702892139554
1552621617.3093386,37,0.000415900198277086
1552622146.6284487,38,0.0004103913379367441
1552622676.6709304,39,0.0004050957504659891
1552623205.8847392,40,0.00039999998989515007
1552623741.1056256,41,0.0003950918326154351
1552624275.5994062,42,0.00039036001544445753
1552624806.0439513,43,0.00038579426473006606
1552625335.0284882,44,0.0003813850344158709
1552625869.403042,45,0.0003771236224565655
1552626399.5041912,46,0.0003730019088834524
1552626933.4641678,47,0.0003690124722197652
1552627463.4695785,48,0.0003651483857538551
1552627995.5702477,49,0.00036140315933153033
1552628527.8990889,50,0.00035777088487520814
1552629058.6198058,51,0.0003542459453456104
1552629593.2055042,52,0.00035082321846857667
1552630128.1611187,53,0.0003474977856967598
1552630659.2877924,54,0.00034426519414409995
1552631190.2981517,55,0.00034112113644368947
1552631722.6727767,56,0.00033806171268224716
1552632258.1458642,57,0.00033508313936181366
1552632788.841357,58,0.00033218192402273417
1552633321.6141796,59,0.00032935477793216705
1552633852.3331087,60,0.00032659864518791437
1552634384.167773,61,0.0003239105280954391
1552634915.9306974,62,0.0003212877199985087
1552635451.2834933,63,0.00031872763065621257
1552635982.0644875,64,0.0003162277571391314
1552636514.131319,65,0.00031378582934848964
1552637051.7388713,66,0.0003113995771855116
1552637582.7470074,67,0.0003090669633820653
1552638114.4103627,68,0.0003067860088776797
1552638645.9845767,69,0.0003045547928195447
1552639177.3644788,70,0.0003023715689778328
1552639708.929646,71,0.0003002346493303776
1552640239.9057107,72,0.00029814240406267345
1552640776.134113,73,0.0002960932906717062
1552641307.0021768,74,0.000294085853965953
1552641841.778927,75,0.0002921186969615519
1552642374.9205043,76,0.0002901905099861324
1552642905.7389996,77,0.0002882999833673239
1552643437.2340279,78,0.0002864459529519081
1552643969.8182209,79,0.00028462722548283637
1552644502.1321728,80,0.00028284272411838174
1552645033.9893212,81,0.0002810913429129869
1552645565.6285641,82,0.0002793721214402467
1552646099.0341165,83,0.00027768404106609523
1552646630.103869,84,0.00027602622867561877
1552647161.558826,85,0.00027439772384241223
1552647693.5828419,86,0.0002727977407630533
1552648225.946754,87,0.00027122540632262826
1552648757.651348,88,0.0002696799347177148
1552649289.9477806,89,0.00026816059835255146
1552649821.9418428,90,0.00026666666963137686
1552650354.4264026,91,0.0002651974209584296
1552650885.7269428,92,0.0002637521829456091
1552651417.6909785,93,0.0002623303444124758
1552651949.8242955,94,0.00026093123597092927
1552652491.03266,95,0.0002595542755443603
1552653038.0274467,96,0.00025819888105615973
1552653570.4046366,97,0.0002568645286373794
1552654102.420914,98,0.00025555063621141016
1552654635.0939925,99,0.0002542566799093038
1552655168.085811,100,0.0002529822231736034
1552655704.3444588,101,0.0002517267130315304
1552656241.174524,102,0.00025048971292562783
1552656773.227213,103,0.0002492707862984389
1552657304.5918264,104,0.0002480694674886763
1552657841.2448816,105,0.00024688534904271364
1552658373.4682863,106,0.00024571805261075497
1552658904.9375799,107,0.00024456714163534343
1552659436.8803053,108,0.00024343225231859833
1552659969.8877158,109,0.00024231300631072372
1552660503.0660431,110,0.00024120906891766936
1552661067.495818,111,0.00024012009089346975
