Wall time,Step,Value
1552602208.2135725,0,0.2633333206176758
1552602737.9935253,1,0.3566666543483734
1552603266.1002944,2,0.36666667461395264
1552603799.125642,3,0.476666659116745
1552604333.4087563,4,0.4933333396911621
1552604861.4725962,5,0.4866666793823242
1552605394.2617536,6,0.4633333384990692
1552605933.506399,7,0.46666666865348816
1552606465.3385906,8,0.4866666793823242
1552607023.295221,9,0.5233333110809326
1552607564.847942,10,0.47999998927116394
1552608097.5382144,11,0.4399999976158142
1552608660.968512,12,0.4266666769981384
1552609187.6097083,13,0.30666667222976685
1552609715.4385293,14,0.4099999964237213
1552610241.6676106,15,0.44999998807907104
1552610769.2312386,16,0.550000011920929
1552611307.140482,17,0.5666666626930237
1552611835.4761825,18,0.5166666507720947
1552612366.4822636,19,0.4466666579246521
1552612894.0014365,20,0.44333332777023315
1552613432.0601568,21,0.4399999976158142
1552613965.2480226,22,0.3100000023841858
1552614498.9000525,23,0.33000001311302185
1552615029.0774536,24,0.43666666746139526
1552615560.0296967,25,0.3333333432674408
1552616089.94691,26,0.33666667342185974
1552616622.336994,27,0.3700000047683716
1552617161.9102485,28,0.4933333396911621
1552617692.1697176,29,0.3799999952316284
1552618221.1936731,30,0.3400000035762787
1552618751.997598,31,0.3566666543483734
1552619286.978283,32,0.3766666650772095
1552619818.5600061,33,0.30000001192092896
1552620350.4154055,34,0.40666666626930237
1552620881.903377,35,0.4099999964237213
1552621412.0860348,36,0.4233333468437195
1552621942.2958963,37,0.4466666579246521
1552622472.1702054,38,0.5366666913032532
1552623001.186985,39,0.5533333420753479
1552623531.7356987,40,0.476666659116745
1552624065.9307714,41,0.503333330154419
1552624601.268522,42,0.5199999809265137
1552625130.4203982,43,0.3766666650772095
1552625659.6955886,44,0.4866666793823242
1552626194.627458,45,0.4099999964237213
1552626724.371343,46,0.40666666626930237
1552627258.6835136,47,0.4566666781902313
1552627789.861428,48,0.38333332538604736
1552628321.121428,49,0.4166666567325592
1552628853.5605524,50,0.39666667580604553
1552629384.4742312,51,0.5400000214576721
1552629918.5604782,52,0.4633333384990692
1552630453.6961198,53,0.49000000953674316
1552630985.2519062,54,0.4933333396911621
1552631516.8035243,55,0.4533333480358124
1552632048.42276,56,0.5066666603088379
1552632583.9540224,57,0.4833333194255829
1552633115.4522886,58,0.4533333480358124
1552633647.3421915,59,0.4399999976158142
1552634179.0490234,60,0.44999998807907104
1552634710.415044,61,0.3700000047683716
1552635241.5829632,62,0.4266666769981384
1552635776.980368,63,0.4266666769981384
1552636309.0403974,64,0.4866666793823242
1552636842.1680908,65,0.4633333384990692
1552637377.4529529,66,0.4933333396911621
1552637908.5594847,67,0.5333333611488342
1552638440.3517709,68,0.5066666603088379
1552638971.9214826,69,0.44999998807907104
1552639503.679488,70,0.47333332896232605
1552640035.4028091,71,0.5
1552640565.9731038,72,0.31333333253860474
1552641101.8326979,73,0.36666667461395264
1552641632.2666404,74,0.34333333373069763
1552642168.6170223,75,0.3333333432674408
1552642700.5622802,76,0.41999998688697815
1552643232.0670624,77,0.3033333420753479
1552643763.6827338,78,0.40666666626930237
1552644296.766986,79,0.4833333194255829
1552644828.3416185,80,0.3866666555404663
1552645360.6056685,81,0.4000000059604645
1552645893.9171333,82,0.40666666626930237
1552646425.1831884,83,0.4233333468437195
1552646956.4604583,84,0.3799999952316284
1552647487.433038,85,0.46000000834465027
1552648020.858847,86,0.4566666781902313
1552648552.2634368,87,0.44333332777023315
1552649084.9154813,88,0.4833333194255829
1552649617.0904891,89,0.503333330154419
1552650149.1022167,90,0.4466666579246521
1552650681.0366914,91,0.4033333361148834
1552651212.8494077,92,0.3766666650772095
1552651744.525906,93,0.3100000023841858
1552652276.2048016,94,0.46000000834465027
1552652817.5155249,95,0.41333332657814026
1552653364.8017662,96,0.3933333456516266
1552653897.2218459,97,0.4000000059604645
1552654429.5141845,98,0.4633333384990692
1552654963.563215,99,0.4933333396911621
1552655494.7108002,100,0.47333332896232605
1552656030.6429932,101,0.4833333194255829
1552656567.689979,102,0.3333333432674408
1552657099.5678499,103,0.4633333384990692
1552657630.9456666,104,0.4533333480358124
1552658167.7396762,105,0.4300000071525574
1552658699.835663,106,0.4533333480358124
1552659231.500688,107,0.49000000953674316
1552659764.6701005,108,0.3700000047683716
1552660298.3289514,109,0.3266666531562805
1552660830.1891308,110,0.3866666555404663
1552661431.3478615,111,0.34333333373069763
